Property ID,Region,Province,District,Locality,PostalCode,Street,Price,PriceType,PropertyType,PropertySubtype,BedroomCount,LivingArea,KitchenType,Furnished,Open_fire,SwimmingPool,Terrace_Area,Garden_Area,FacadeCount,FloorCount,ConstructionYear,StateBuilding,LandWidth,LandSurface,EPCScore,ScrapedURL,HasTerrace,HasGarden
20237906,Wallonie,Liège,Liège,LIEGE,4000,Place du XX Aout,99000,residential_sale,APARTMENT,FLAT_STUDIO,1.0,29.0,,0,0,0,,,,9.0,,,,,B,https://www.immoweb.be/en/classified/flat-studio/for-sale/liege/4000/20237906,0,0
20237903,Wallonie,Hainaut,Mons,MONS,7000,,115000,residential_sale,APARTMENT,APARTMENT,2.0,75.0,INSTALLED,0,0,0,,,4.0,9.0,1969.0,GOOD,,,G,https://www.immoweb.be/en/classified/apartment/for-sale/mons/7000/20237903,0,0
20237898,Flanders,Limburg,Tongeren,MAASMECHELEN,3630,Olympialaan,199000,residential_sale,APARTMENT,APARTMENT,1.0,74.0,SEMI_EQUIPPED,0,0,0,,,2.0,,2007.0,GOOD,,,B,https://www.immoweb.be/en/classified/apartment/for-sale/maasmechelen/3630/20237898,0,0
20237883,Flanders,West Flanders,Oostend,Oostende,8400,Alfons Pieterslaan,329000,residential_sale,APARTMENT,APARTMENT,3.0,112.0,,0,0,0,,,2.0,6.0,,,,,D,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20237883,0,0
20237873,Flanders,Flemish Brabant,Halle-Vilvoorde,Wemmel,1780,Romeinse Steenweg / Chaussée Romaine - Romeinsesteenweg,310000,residential_sale,APARTMENT,APARTMENT,2.0,120.0,INSTALLED,0,0,0,3.0,,3.0,,,TO_RENOVATE,,,E,https://www.immoweb.be/en/classified/apartment/for-sale/wemmel/1780/20237873,1,0
20199477,Brussels,Brussels,Brussels,Woluwe-Saint-Pierre,1150,Avenue des Eperviers,275000,residential_sale,APARTMENT,APARTMENT,2.0,80.0,HYPER_EQUIPPED,0,0,0,10.0,,2.0,9.0,1964.0,GOOD,,,E,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20199477,1,0
20199488,Brussels,Brussels,Brussels,Watermael-Boitsfort,1170,Avenue du Martin-Pêcheur,299000,residential_sale,APARTMENT,APARTMENT,2.0,100.0,INSTALLED,0,0,0,15.0,,2.0,8.0,1973.0,TO_RENOVATE,,,E,https://www.immoweb.be/en/classified/apartment/for-sale/watermael-boitsfort/1170/20199488,1,0
20199458,Brussels,Brussels,Brussels,Schaarbeek,1030,,245000,residential_sale,APARTMENT,APARTMENT,2.0,100.0,INSTALLED,0,0,0,,,2.0,4.0,,,,,,https://www.immoweb.be/en/classified/apartment/for-sale/schaarbeek/1030/20199458,0,0
20199433,Brussels,Brussels,Brussels,Ganshoren,1083,Avenue Charles-Quint,199000,residential_sale,APARTMENT,APARTMENT,2.0,83.0,HYPER_EQUIPPED,0,0,0,8.0,,2.0,6.0,,GOOD,,,G,https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1083/20199433,1,0
20199417,Brussels,Brussels,Brussels,Schaarbeek,1030,,199000,residential_sale,APARTMENT,APARTMENT,2.0,90.0,,0,0,0,,,2.0,3.0,,,,,,https://www.immoweb.be/en/classified/apartment/for-sale/schaarbeek/1030/20199417,0,0
